"Self_agent","Self","Other_agent","Other","trial","Feedback_Self","agent","staybias","leavebias","win","lose","SelfPrev"
"wsls_agent",0,"random_agent",0,358,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,359,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,360,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,361,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,362,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,363,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,364,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,365,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,366,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,367,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,368,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,369,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,370,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,371,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,372,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,373,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,374,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,375,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,376,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,377,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,378,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,379,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,380,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,381,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,382,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,383,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,384,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,385,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,386,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,387,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,388,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,389,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,390,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,391,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,392,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,393,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,394,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,395,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,396,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,397,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,398,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,399,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,400,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,401,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,402,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,403,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,404,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,405,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,406,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,407,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,408,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,409,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,410,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,411,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,412,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,413,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,414,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,415,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,416,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,417,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,418,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,419,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,420,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,421,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,422,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,423,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,424,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,425,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,426,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,427,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,428,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,429,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,430,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,431,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,432,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,433,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,434,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,435,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,436,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,437,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,438,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,439,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,440,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,441,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,442,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,443,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,444,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,445,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,446,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,447,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,448,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,449,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,450,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,451,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,452,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,453,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,454,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,455,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,456,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,457,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,458,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,459,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,460,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,461,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,462,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,463,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,464,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,465,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,466,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,467,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,468,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,469,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,470,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,471,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,472,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,473,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,474,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,475,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,476,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,477,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,478,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,479,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,480,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,481,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,482,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,483,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,484,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,485,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,486,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,487,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,488,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,489,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,490,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,491,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,492,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,493,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,494,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,495,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,496,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,497,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,498,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,499,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,500,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,501,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,502,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,503,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,504,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,505,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,506,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,507,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,508,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,509,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,510,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,511,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,512,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,513,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,514,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,515,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,516,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,517,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,518,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,519,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,520,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,521,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,522,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,523,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,524,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,525,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,526,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,527,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,528,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,529,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,530,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,531,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,532,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,533,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,534,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,535,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,536,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,537,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,538,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,539,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,540,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,541,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,542,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,543,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,544,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,545,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,546,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,547,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,548,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,549,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,550,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,551,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,552,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,553,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,554,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,555,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,556,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,557,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,558,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,559,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,560,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,561,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,562,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,563,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,564,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,565,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,566,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,567,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,568,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,569,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,570,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,571,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,572,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,573,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,574,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,575,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,576,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,577,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,578,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,579,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,580,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,581,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,582,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,583,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,584,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,585,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,586,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,587,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,588,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,589,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,590,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,591,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,592,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,593,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,594,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,595,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,596,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,597,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,598,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,599,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,600,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,601,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,602,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,603,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,604,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,605,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,606,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,607,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,608,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,609,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,610,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,611,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,612,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,613,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,614,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,615,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,616,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,617,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,618,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,619,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,620,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,621,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,622,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,623,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,624,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,625,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,626,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,627,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,628,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,629,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,630,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,631,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,632,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,633,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,634,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,635,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,636,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,637,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,638,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,639,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,640,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,641,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,642,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,643,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,644,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,645,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,646,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,647,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,648,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,649,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,650,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,651,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,652,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,653,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,654,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,655,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,656,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,657,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,658,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,659,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,660,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,661,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,662,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,663,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,664,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,665,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,666,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,667,0,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,668,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,669,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,670,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,671,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,672,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,673,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,674,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,675,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,676,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,677,1,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,678,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,679,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,680,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,681,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,682,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,683,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,684,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,685,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,686,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",1,687,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,688,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,689,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,690,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,691,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,692,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,693,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",0,694,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,695,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,696,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,697,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,698,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",0,699,1,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",1,700,1,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",0,701,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",0,702,0,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,703,0,1,0.5,0.5,0,-1,1
"wsls_agent",1,"random_agent",0,704,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,705,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,706,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,707,1,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,708,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",0,709,1,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,710,0,1,0.5,0.5,-1,0,0
"wsls_agent",0,"random_agent",1,711,0,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,712,0,1,0.5,0.5,0,1,0
"wsls_agent",0,"random_agent",0,713,1,1,0.5,0.5,0,-1,1
"wsls_agent",0,"random_agent",1,714,0,1,0.5,0.5,-1,0,0
"wsls_agent",1,"random_agent",1,715,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",1,716,1,1,0.5,0.5,1,0,1
"wsls_agent",0,"random_agent",1,717,0,1,0.5,0.5,1,0,1
"wsls_agent",1,"random_agent",1,718,1,1,0.5,0.5,0,1,0
"wsls_agent",1,"random_agent",0,719,0,1,0.5,0.5,1,0,1
