"Self_agent","Self","Other_agent","Other","trial","Feedback_Self","agent"
"bias_detector_agent",1,"wsls_agent",1,101,1,3
"bias_detector_agent",1,"wsls_agent",0,102,0,3
"bias_detector_agent",1,"wsls_agent",1,103,1,3
"bias_detector_agent",1,"wsls_agent",0,104,0,3
"bias_detector_agent",1,"wsls_agent",1,105,1,3
"bias_detector_agent",1,"wsls_agent",0,106,0,3
"bias_detector_agent",1,"wsls_agent",1,107,1,3
"bias_detector_agent",1,"wsls_agent",0,108,0,3
"bias_detector_agent",1,"wsls_agent",1,109,1,3
"bias_detector_agent",1,"wsls_agent",0,110,0,3
"bias_detector_agent",1,"wsls_agent",1,111,1,3
"bias_detector_agent",1,"wsls_agent",0,112,0,3
"bias_detector_agent",1,"wsls_agent",1,113,1,3
"bias_detector_agent",1,"wsls_agent",0,114,0,3
"bias_detector_agent",1,"wsls_agent",1,115,1,3
"bias_detector_agent",1,"wsls_agent",0,116,0,3
"bias_detector_agent",1,"wsls_agent",1,117,1,3
"bias_detector_agent",1,"wsls_agent",0,118,0,3
"bias_detector_agent",1,"wsls_agent",0,119,0,3
"bias_detector_agent",0,"wsls_agent",1,120,0,3
"bias_detector_agent",1,"wsls_agent",0,1,0,4
"bias_detector_agent",0,"wsls_agent",1,2,0,4
"bias_detector_agent",1,"wsls_agent",0,3,0,4
"bias_detector_agent",0,"wsls_agent",1,4,0,4
"bias_detector_agent",1,"wsls_agent",0,5,0,4
"bias_detector_agent",0,"wsls_agent",0,6,1,4
"bias_detector_agent",0,"wsls_agent",1,7,0,4
"bias_detector_agent",0,"wsls_agent",0,8,1,4
"bias_detector_agent",0,"wsls_agent",1,9,0,4
"bias_detector_agent",0,"wsls_agent",0,10,1,4
"bias_detector_agent",0,"wsls_agent",1,11,0,4
"bias_detector_agent",1,"wsls_agent",0,12,0,4
"bias_detector_agent",0,"wsls_agent",1,13,0,4
"bias_detector_agent",1,"wsls_agent",0,14,0,4
"bias_detector_agent",0,"wsls_agent",1,15,0,4
"bias_detector_agent",1,"wsls_agent",0,16,0,4
"bias_detector_agent",1,"wsls_agent",1,17,1,4
"bias_detector_agent",1,"wsls_agent",0,18,0,4
"bias_detector_agent",1,"wsls_agent",1,19,1,4
"bias_detector_agent",1,"wsls_agent",1,20,1,4
"bias_detector_agent",1,"wsls_agent",0,21,0,4
"bias_detector_agent",1,"wsls_agent",1,22,1,4
"bias_detector_agent",1,"wsls_agent",0,23,0,4
