Education,Year,ID,Framing,BotStrategy,Trial,Decision,BotDecision,Payoff
Information,2019,ss9ii7o3,Human,WSLS,12,0,0,1
Information,2019,ss9ii7o3,Human,RS,13,1,0,-1
Information,2019,ss9ii7o3,Human,RS,14,1,0,-1
Information,2019,ss9ii7o3,Human,RS,15,1,0,-1
Information,2019,ss9ii7o3,Human,RS,16,1,0,-1
Information,2019,ss9ii7o3,Human,RS,17,1,0,-1
Information,2019,ss9ii7o3,Human,RS,18,1,0,-1
Information,2019,ss9ii7o3,Human,RS,19,1,0,-1
Information,2019,ss9ii7o3,Human,WSLS,2,0,1,-1
Information,2019,ss9ii7o3,Human,RS,20,0,1,-1
Information,2019,ss9ii7o3,Human,RS,21,0,1,-1
Information,2019,ss9ii7o3,Human,RS,22,1,0,-1
Information,2019,ss9ii7o3,Human,RS,23,1,0,-1
Information,2019,ss9ii7o3,Human,RS,24,0,1,-1
Information,2019,ss9ii7o3,Human,WSLS,3,0,1,-1
Information,2019,ss9ii7o3,Human,WSLS,4,1,1,1
Information,2019,ss9ii7o3,Human,WSLS,5,1,0,-1
Information,2019,ss9ii7o3,Human,WSLS,6,0,0,1
Information,2019,ss9ii7o3,Human,WSLS,7,0,1,-1
Information,2019,ss9ii7o3,Human,WSLS,8,0,1,-1
Information,2019,ss9ii7o3,Human,WSLS,9,1,1,1
Information,2019,4ypw7t2i,Human,WSLS,1,0,0,1
Information,2019,4ypw7t2i,Human,WSLS,10,0,0,1
Information,2019,4ypw7t2i,Human,WSLS,11,1,1,1
Information,2019,4ypw7t2i,Human,WSLS,12,0,0,1
Information,2019,4ypw7t2i,Human,RS,13,0,1,-1
Information,2019,4ypw7t2i,Human,RS,14,1,0,-1
Information,2019,4ypw7t2i,Human,RS,15,1,0,-1
Information,2019,4ypw7t2i,Human,RS,16,1,0,-1
Information,2019,4ypw7t2i,Human,RS,17,0,1,-1
Information,2019,4ypw7t2i,Human,RS,18,1,0,-1
Information,2019,4ypw7t2i,Human,RS,19,0,1,-1
Information,2019,4ypw7t2i,Human,WSLS,2,0,1,-1
Information,2019,4ypw7t2i,Human,RS,20,1,0,-1
Information,2019,4ypw7t2i,Human,RS,21,1,0,-1
Information,2019,4ypw7t2i,Human,RS,22,1,0,-1
Information,2019,4ypw7t2i,Human,RS,23,0,1,-1
Information,2019,4ypw7t2i,Human,RS,24,1,0,-1
Information,2019,4ypw7t2i,Human,WSLS,3,0,1,-1
Information,2019,4ypw7t2i,Human,WSLS,4,1,1,1
Information,2019,4ypw7t2i,Human,WSLS,5,1,0,-1
Information,2019,4ypw7t2i,Human,WSLS,6,0,0,1
Information,2019,4ypw7t2i,Human,WSLS,7,1,1,1
Information,2019,4ypw7t2i,Human,WSLS,8,0,0,1
Information,2019,4ypw7t2i,Human,WSLS,9,1,1,1
Linguistics,2019,isa0rziz,Human,WSLS,1,0,1,-1
Linguistics,2019,isa0rziz,Human,WSLS,10,0,1,-1
Linguistics,2019,isa0rziz,Human,WSLS,11,1,1,1
Linguistics,2019,isa0rziz,Human,WSLS,12,0,0,1
Linguistics,2019,isa0rziz,Human,RS,13,0,1,-1
Linguistics,2019,isa0rziz,Human,RS,14,0,1,-1
Linguistics,2019,isa0rziz,Human,RS,15,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,16,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,17,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,18,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,19,0,1,-1
Linguistics,2019,isa0rziz,Human,WSLS,2,0,1,-1
Linguistics,2019,isa0rziz,Human,RS,20,0,1,-1
Linguistics,2019,isa0rziz,Human,RS,21,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,22,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,23,1,0,-1
Linguistics,2019,isa0rziz,Human,RS,24,1,0,-1
Linguistics,2019,isa0rziz,Human,WSLS,3,0,1,-1
Linguistics,2019,isa0rziz,Human,WSLS,4,1,1,1
Linguistics,2019,isa0rziz,Human,WSLS,5,1,0,-1
Linguistics,2019,isa0rziz,Human,WSLS,6,1,0,-1
Linguistics,2019,isa0rziz,Human,WSLS,7,1,0,-1
Linguistics,2019,isa0rziz,Human,WSLS,8,0,0,1
Linguistics,2019,isa0rziz,Human,WSLS,9,0,1,-1
Design,2019,z1av9fvd,Human,WSLS,1,0,0,1
Design,2019,z1av9fvd,Human,WSLS,10,0,1,-1
Design,2019,z1av9fvd,Human,WSLS,11,1,1,1
Design,2019,z1av9fvd,Human,WSLS,12,1,0,-1
Design,2019,z1av9fvd,Human,RS,13,1,0,-1
Design,2019,z1av9fvd,Human,RS,14,1,0,-1
Design,2019,z1av9fvd,Human,RS,15,0,1,-1
Design,2019,z1av9fvd,Human,RS,16,0,1,-1
Design,2019,z1av9fvd,Human,RS,17,0,1,-1
Design,2019,z1av9fvd,Human,RS,18,1,0,-1
Design,2019,z1av9fvd,Human,RS,19,0,1,-1
Design,2019,z1av9fvd,Human,WSLS,2,1,1,1
Design,2019,z1av9fvd,Human,RS,20,0,1,-1
Design,2019,z1av9fvd,Human,RS,21,0,1,-1
Design,2019,z1av9fvd,Human,RS,22,0,1,-1
Design,2019,z1av9fvd,Human,RS,23,0,1,-1
Design,2019,z1av9fvd,Human,RS,24,0,1,-1
Design,2019,z1av9fvd,Human,WSLS,3,1,0,-1
Design,2019,z1av9fvd,Human,WSLS,4,1,0,-1
Design,2019,z1av9fvd,Human,WSLS,5,1,0,-1
Design,2019,z1av9fvd,Human,WSLS,6,0,0,1
Design,2019,z1av9fvd,Human,WSLS,7,1,1,1
Design,2019,z1av9fvd,Human,WSLS,8,0,0,1
Design,2019,z1av9fvd,Human,WSLS,9,0,1,-1
Information,2019,3xjt8tag,Human,WSLS,1,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,10,0,1,-1
Information,2019,3xjt8tag,Human,WSLS,11,0,1,-1
Information,2019,3xjt8tag,Human,WSLS,12,1,1,1
Information,2019,3xjt8tag,Human,RS,13,1,0,-1
Information,2019,3xjt8tag,Human,RS,14,1,0,-1
Information,2019,3xjt8tag,Human,RS,15,1,0,-1
Information,2019,3xjt8tag,Human,RS,16,1,0,-1
Information,2019,3xjt8tag,Human,RS,17,0,1,-1
Information,2019,3xjt8tag,Human,RS,18,0,1,-1
Information,2019,3xjt8tag,Human,RS,19,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,2,1,0,-1
Information,2019,3xjt8tag,Human,RS,20,0,1,-1
Information,2019,3xjt8tag,Human,RS,21,1,0,-1
Information,2019,3xjt8tag,Human,RS,22,1,0,-1
Information,2019,3xjt8tag,Human,RS,23,0,1,-1
Information,2019,3xjt8tag,Human,RS,24,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,3,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,4,0,0,1
Information,2019,3xjt8tag,Human,WSLS,5,1,1,1
Information,2019,3xjt8tag,Human,WSLS,6,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,7,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,8,1,0,-1
Information,2019,3xjt8tag,Human,WSLS,9,0,0,1
CogSci,2019,8qkm4op5,Human,WSLS,1,1,1,1
CogSci,2019,8qkm4op5,Human,WSLS,10,0,1,-1
CogSci,2019,8qkm4op5,Human,WSLS,11,1,1,1
CogSci,2019,8qkm4op5,Human,WSLS,12,0,0,1
CogSci,2019,8qkm4op5,Human,RS,13,0,1,-1
CogSci,2019,8qkm4op5,Human,RS,14,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,15,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,16,0,1,-1
CogSci,2019,8qkm4op5,Human,RS,17,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,18,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,19,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,2,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,20,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,21,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,22,1,0,-1
CogSci,2019,8qkm4op5,Human,RS,23,0,1,-1
CogSci,2019,8qkm4op5,Human,RS,24,0,1,-1
CogSci,2019,8qkm4op5,Human,WSLS,3,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,4,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,5,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,6,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,7,1,0,-1
CogSci,2019,8qkm4op5,Human,WSLS,8,0,0,1
CogSci,2019,8qkm4op5,Human,WSLS,9,0,1,-1
English,2019,9tle77r8,Human,WSLS,1,0,0,1
English,2019,9tle77r8,Human,WSLS,10,0,0,1
English,2019,9tle77r8,Human,WSLS,11,1,1,1
English,2019,9tle77r8,Human,WSLS,12,0,0,1
English,2019,9tle77r8,Human,RS,13,0,1,-1
English,2019,9tle77r8,Human,RS,14,0,1,-1
English,2019,9tle77r8,Human,RS,15,0,1,-1
English,2019,9tle77r8,Human,RS,16,1,0,-1
English,2019,9tle77r8,Human,RS,17,0,1,-1
English,2019,9tle77r8,Human,RS,18,0,1,-1
English,2019,9tle77r8,Human,RS,19,0,1,-1
English,2019,9tle77r8,Human,WSLS,2,0,1,-1
English,2019,9tle77r8,Human,RS,20,0,1,-1
English,2019,9tle77r8,Human,RS,21,1,0,-1
English,2019,9tle77r8,Human,RS,22,0,1,-1
English,2019,9tle77r8,Human,RS,23,1,0,-1
English,2019,9tle77r8,Human,RS,24,0,1,-1
English,2019,9tle77r8,Human,WSLS,3,1,1,1
English,2019,9tle77r8,Human,WSLS,4,1,0,-1
English,2019,9tle77r8,Human,WSLS,5,1,0,-1
English,2019,9tle77r8,Human,WSLS,6,0,0,1
English,2019,9tle77r8,Human,WSLS,7,1,1,1
English,2019,9tle77r8,Human,WSLS,8,0,0,1
English,2019,9tle77r8,Human,WSLS,9,1,1,1
Design,2019,drhueqc6,Human,WSLS,1,0,1,-1
Design,2019,drhueqc6,Human,WSLS,10,0,0,1
Design,2019,drhueqc6,Human,WSLS,11,1,1,1
Design,2019,drhueqc6,Human,WSLS,12,1,0,-1
Design,2019,drhueqc6,Human,RS,13,1,0,-1
Design,2019,drhueqc6,Human,RS,14,0,1,-1
Design,2019,drhueqc6,Human,RS,15,1,0,-1
Design,2019,drhueqc6,Human,RS,16,1,0,-1
Design,2019,drhueqc6,Human,RS,17,0,1,-1
Design,2019,drhueqc6,Human,RS,18,1,0,-1
Design,2019,drhueqc6,Human,RS,19,1,0,-1
Design,2019,drhueqc6,Human,WSLS,2,1,1,1
Design,2019,drhueqc6,Human,RS,20,0,1,-1
Design,2019,drhueqc6,Human,RS,21,1,0,-1
Design,2019,drhueqc6,Human,RS,22,1,0,-1
Design,2019,drhueqc6,Human,RS,23,1,0,-1
Design,2019,drhueqc6,Human,RS,24,0,1,-1
Design,2019,drhueqc6,Human,WSLS,3,1,0,-1
Design,2019,drhueqc6,Human,WSLS,4,0,0,1
Design,2019,drhueqc6,Human,WSLS,5,1,1,1
Design,2019,drhueqc6,Human,WSLS,6,0,0,1
Design,2019,drhueqc6,Human,WSLS,7,0,1,-1
Design,2019,drhueqc6,Human,WSLS,8,1,1,1
Design,2019,drhueqc6,Human,WSLS,9,1,0,-1
Nordic,2019,kapw1uyw,Human,WSLS,1,0,1,-1
Nordic,2019,kapw1uyw,Human,WSLS,10,0,1,-1
Nordic,2019,kapw1uyw,Human,WSLS,11,1,1,1
Nordic,2019,kapw1uyw,Human,WSLS,12,1,0,-1
Nordic,2019,kapw1uyw,Human,RS,13,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,14,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,15,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,16,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,17,1,0,-1
Nordic,2019,kapw1uyw,Human,RS,18,1,0,-1
Nordic,2019,kapw1uyw,Human,RS,19,1,0,-1
Nordic,2019,kapw1uyw,Human,WSLS,2,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,20,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,21,1,0,-1
Nordic,2019,kapw1uyw,Human,RS,22,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,23,0,1,-1
Nordic,2019,kapw1uyw,Human,RS,24,1,0,-1
Nordic,2019,kapw1uyw,Human,WSLS,3,1,1,1
Nordic,2019,kapw1uyw,Human,WSLS,4,0,0,1
Nordic,2019,kapw1uyw,Human,WSLS,5,0,1,-1
Nordic,2019,kapw1uyw,Human,WSLS,6,0,1,-1
Nordic,2019,kapw1uyw,Human,WSLS,7,0,1,-1
Nordic,2019,kapw1uyw,Human,WSLS,8,1,1,1
Nordic,2019,kapw1uyw,Human,WSLS,9,0,0,1
Religion,2019,kaxzgk5g,Human,WSLS,1,0,1,-1
Religion,2019,kaxzgk5g,Human,WSLS,10,1,1,1
Religion,2019,kaxzgk5g,Human,WSLS,11,0,0,1
Religion,2019,kaxzgk5g,Human,WSLS,12,1,1,1
Religion,2019,kaxzgk5g,Human,RS,13,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,14,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,15,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,16,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,17,0,1,-1
Religion,2019,kaxzgk5g,Human,RS,18,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,19,1,0,-1
Religion,2019,kaxzgk5g,Human,WSLS,2,0,1,-1
Religion,2019,kaxzgk5g,Human,RS,20,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,21,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,22,0,1,-1
Religion,2019,kaxzgk5g,Human,RS,23,1,0,-1
Religion,2019,kaxzgk5g,Human,RS,24,1,0,-1
Religion,2019,kaxzgk5g,Human,WSLS,3,1,1,1
Religion,2019,kaxzgk5g,Human,WSLS,4,1,0,-1
Religion,2019,kaxzgk5g,Human,WSLS,5,1,0,-1
Religion,2019,kaxzgk5g,Human,WSLS,6,1,0,-1
Religion,2019,kaxzgk5g,Human,WSLS,7,0,0,1
Religion,2019,kaxzgk5g,Human,WSLS,8,1,1,1
Religion,2019,kaxzgk5g,Human,WSLS,9,0,0,1
English,2019,qbc6rpk5,Human,WSLS,1,0,1,-1
English,2019,qbc6rpk5,Human,WSLS,10,1,1,1
English,2019,qbc6rpk5,Human,WSLS,11,0,0,1
English,2019,qbc6rpk5,Human,WSLS,12,1,1,1
English,2019,qbc6rpk5,Human,RS,13,1,0,-1
English,2019,qbc6rpk5,Human,RS,14,0,1,-1
English,2019,qbc6rpk5,Human,RS,15,0,1,-1
English,2019,qbc6rpk5,Human,RS,16,1,0,-1
English,2019,qbc6rpk5,Human,RS,17,0,1,-1
English,2019,qbc6rpk5,Human,RS,18,1,0,-1
English,2019,qbc6rpk5,Human,RS,19,1,0,-1
English,2019,qbc6rpk5,Human,WSLS,2,0,1,-1
English,2019,qbc6rpk5,Human,RS,20,0,1,-1
English,2019,qbc6rpk5,Human,RS,21,1,0,-1
English,2019,qbc6rpk5,Human,RS,22,1,0,-1
English,2019,qbc6rpk5,Human,RS,23,1,0,-1
English,2019,qbc6rpk5,Human,RS,24,1,0,-1
English,2019,qbc6rpk5,Human,WSLS,3,1,1,1
English,2019,qbc6rpk5,Human,WSLS,4,0,0,1
English,2019,qbc6rpk5,Human,WSLS,5,0,1,-1
English,2019,qbc6rpk5,Human,WSLS,6,1,1,1
English,2019,qbc6rpk5,Human,WSLS,7,0,0,1
English,2019,qbc6rpk5,Human,WSLS,8,1,1,1
English,2019,qbc6rpk5,Human,WSLS,9,0,0,1
Linguistics,2019,vkgj9fii,Human,WSLS,1,1,0,-1
Linguistics,2019,vkgj9fii,Human,WSLS,10,1,0,-1
Linguistics,2019,vkgj9fii,Human,WSLS,11,0,0,1
Linguistics,2019,vkgj9fii,Human,WSLS,12,1,1,1
Linguistics,2019,vkgj9fii,Human,RS,13,0,1,-1
Linguistics,2019,vkgj9fii,Human,RS,14,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,15,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,16,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,17,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,18,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,19,0,1,-1
Linguistics,2019,vkgj9fii,Human,WSLS,2,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,20,0,1,-1
Linguistics,2019,vkgj9fii,Human,RS,21,0,1,-1
Linguistics,2019,vkgj9fii,Human,RS,22,1,0,-1
Linguistics,2019,vkgj9fii,Human,RS,23,0,1,-1
Linguistics,2019,vkgj9fii,Human,RS,24,0,1,-1
Linguistics,2019,vkgj9fii,Human,WSLS,3,0,0,1
Linguistics,2019,vkgj9fii,Human,WSLS,4,1,1,1
Linguistics,2019,vkgj9fii,Human,WSLS,5,1,0,-1
Linguistics,2019,vkgj9fii,Human,WSLS,6,0,0,1
Linguistics,2019,vkgj9fii,Human,WSLS,7,0,1,-1
Linguistics,2019,vkgj9fii,Human,WSLS,8,0,1,-1
Linguistics,2019,vkgj9fii,Human,WSLS,9,1,1,1
Nordic,2019,vtnu3pms,Human,WSLS,1,1,1,1
Nordic,2019,vtnu3pms,Human,WSLS,10,0,0,1
Nordic,2019,vtnu3pms,Human,WSLS,11,1,1,1
Nordic,2019,vtnu3pms,Human,WSLS,12,0,0,1
Nordic,2019,vtnu3pms,Human,RS,13,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,14,0,1,-1
Nordic,2019,vtnu3pms,Human,RS,15,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,16,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,17,0,1,-1
Nordic,2019,vtnu3pms,Human,RS,18,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,19,0,1,-1
Nordic,2019,vtnu3pms,Human,WSLS,2,0,0,1
Nordic,2019,vtnu3pms,Human,RS,20,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,21,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,22,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,23,1,0,-1
Nordic,2019,vtnu3pms,Human,RS,24,0,1,-1
Nordic,2019,vtnu3pms,Human,WSLS,3,0,1,-1
Nordic,2019,vtnu3pms,Human,WSLS,4,0,1,-1
Nordic,2019,vtnu3pms,Human,WSLS,5,0,1,-1
Nordic,2019,vtnu3pms,Human,WSLS,6,1,1,1
Nordic,2019,vtnu3pms,Human,WSLS,7,1,0,-1
Nordic,2019,vtnu3pms,Human,WSLS,8,0,0,1
Nordic,2019,vtnu3pms,Human,WSLS,9,1,1,1
Media,2019,wjpid1jb,Human,WSLS,1,0,0,1
Media,2019,wjpid1jb,Human,WSLS,10,0,0,1
Media,2019,wjpid1jb,Human,WSLS,11,1,1,1
Media,2019,wjpid1jb,Human,WSLS,12,0,0,1
Media,2019,wjpid1jb,Human,RS,13,0,1,-1
Media,2019,wjpid1jb,Human,RS,14,1,0,-1
Media,2019,wjpid1jb,Human,RS,15,1,0,-1
Media,2019,wjpid1jb,Human,RS,16,1,0,-1
Media,2019,wjpid1jb,Human,RS,17,1,0,-1
Media,2019,wjpid1jb,Human,RS,18,0,1,-1
Media,2019,wjpid1jb,Human,RS,19,1,0,-1
Media,2019,wjpid1jb,Human,WSLS,2,1,1,1
Media,2019,wjpid1jb,Human,RS,20,1,0,-1
Media,2019,wjpid1jb,Human,RS,21,1,0,-1
Media,2019,wjpid1jb,Human,RS,22,1,0,-1
Media,2019,wjpid1jb,Human,RS,23,0,1,-1
Media,2019,wjpid1jb,Human,RS,24,1,0,-1
Media,2019,wjpid1jb,Human,WSLS,3,1,0,-1
Media,2019,wjpid1jb,Human,WSLS,4,0,0,1
Media,2019,wjpid1jb,Human,WSLS,5,0,1,-1
Media,2019,wjpid1jb,Human,WSLS,6,1,1,1
Media,2019,wjpid1jb,Human,WSLS,7,1,0,-1
Media,2019,wjpid1jb,Human,WSLS,8,1,0,-1
Media,2019,wjpid1jb,Human,WSLS,9,1,0,-1
CogSci,2019,zan8z6cj,Human,WSLS,1,NA,1,NA
Design,2019,3wpj5qlc,Human,WSLS,1,1,0,-1
Design,2019,3wpj5qlc,Human,WSLS,10,0,0,1
Design,2019,3wpj5qlc,Human,WSLS,11,0,1,-1
Design,2019,3wpj5qlc,Human,WSLS,12,1,1,1
Design,2019,3wpj5qlc,Human,RS,13,1,0,-1
Design,2019,3wpj5qlc,Human,RS,14,0,1,-1
Design,2019,3wpj5qlc,Human,RS,15,1,0,-1
Design,2019,3wpj5qlc,Human,RS,16,0,1,-1
Design,2019,3wpj5qlc,Human,RS,17,0,1,-1
Design,2019,3wpj5qlc,Human,RS,18,1,0,-1
Design,2019,3wpj5qlc,Human,RS,19,1,0,-1
Design,2019,3wpj5qlc,Human,WSLS,2,1,0,-1
Design,2019,3wpj5qlc,Human,RS,20,1,0,-1
Design,2019,3wpj5qlc,Human,RS,21,1,0,-1
Design,2019,3wpj5qlc,Human,RS,22,0,1,-1
Design,2019,3wpj5qlc,Human,RS,23,1,0,-1
Design,2019,3wpj5qlc,Human,RS,24,1,0,-1
Design,2019,3wpj5qlc,Human,WSLS,3,1,0,-1
Design,2019,3wpj5qlc,Human,WSLS,4,0,0,1
Design,2019,3wpj5qlc,Human,WSLS,5,0,1,-1
Design,2019,3wpj5qlc,Human,WSLS,6,1,1,1
Design,2019,3wpj5qlc,Human,WSLS,7,0,0,1
Design,2019,3wpj5qlc,Human,WSLS,8,0,1,-1
Design,2019,3wpj5qlc,Human,WSLS,9,1,1,1
Linguistics,2019,7cmct2b2,Human,WSLS,1,0,0,1
Linguistics,2019,7cmct2b2,Human,WSLS,10,1,0,-1
Linguistics,2019,7cmct2b2,Human,WSLS,11,0,0,1
Linguistics,2019,7cmct2b2,Human,WSLS,12,0,1,-1
Linguistics,2019,7cmct2b2,Human,RS,13,0,1,-1
Linguistics,2019,7cmct2b2,Human,RS,14,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,15,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,16,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,17,0,1,-1
Linguistics,2019,7cmct2b2,Human,RS,18,0,1,-1
Linguistics,2019,7cmct2b2,Human,RS,19,0,1,-1
Linguistics,2019,7cmct2b2,Human,WSLS,2,0,1,-1
Linguistics,2019,7cmct2b2,Human,RS,20,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,21,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,22,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,23,1,0,-1
Linguistics,2019,7cmct2b2,Human,RS,24,1,0,-1
Linguistics,2019,7cmct2b2,Human,WSLS,3,1,1,1
Linguistics,2019,7cmct2b2,Human,WSLS,4,1,0,-1
Linguistics,2019,7cmct2b2,Human,WSLS,5,0,0,1
Linguistics,2019,7cmct2b2,Human,WSLS,6,0,1,-1
Linguistics,2019,7cmct2b2,Human,WSLS,7,1,1,1
Linguistics,2019,7cmct2b2,Human,WSLS,8,0,0,1
Linguistics,2019,7cmct2b2,Human,WSLS,9,1,1,1
Information,2019,zpkd749z,Human,WSLS,1,0,0,1
Information,2019,zpkd749z,Human,WSLS,10,0,0,1
Information,2019,zpkd749z,Human,WSLS,11,0,1,-1
Information,2019,zpkd749z,Human,WSLS,12,0,1,-1
Information,2019,zpkd749z,Human,RS,13,0,1,-1
Information,2019,zpkd749z,Human,RS,14,1,0,-1
Information,2019,zpkd749z,Human,RS,15,1,0,-1
Information,2019,zpkd749z,Human,RS,16,0,1,-1
Information,2019,zpkd749z,Human,RS,17,0,1,-1
Information,2019,zpkd749z,Human,RS,18,1,0,-1
Information,2019,zpkd749z,Human,RS,19,1,0,-1
Information,2019,zpkd749z,Human,WSLS,2,1,1,1
Information,2019,zpkd749z,Human,RS,20,0,1,-1
Information,2019,zpkd749z,Human,RS,21,0,1,-1
Information,2019,zpkd749z,Human,RS,22,1,0,-1
Information,2019,zpkd749z,Human,RS,23,1,0,-1
Information,2019,zpkd749z,Human,RS,24,1,0,-1
Information,2019,zpkd749z,Human,WSLS,3,1,0,-1
Information,2019,zpkd749z,Human,WSLS,4,1,0,-1
Information,2019,zpkd749z,Human,WSLS,5,1,0,-1
Information,2019,zpkd749z,Human,WSLS,6,1,0,-1
Information,2019,zpkd749z,Human,WSLS,7,1,0,-1
Information,2019,zpkd749z,Human,WSLS,8,0,0,1
Information,2019,zpkd749z,Human,WSLS,9,1,1,1
CogSci,2019,23mbj83y,Human,WSLS,1,NA,1,NA
Design,2019,vp49lhgq,Human,WSLS,1,0,1,-1
Design,2019,vp49lhgq,Human,WSLS,10,0,0,1
Design,2019,vp49lhgq,Human,WSLS,11,1,1,1
Design,2019,vp49lhgq,Human,WSLS,12,1,0,-1
Design,2019,vp49lhgq,Human,RS,13,0,1,-1
Design,2019,vp49lhgq,Human,RS,14,1,0,-1
Design,2019,vp49lhgq,Human,RS,15,0,1,-1
Design,2019,vp49lhgq,Human,RS,16,1,0,-1
Design,2019,vp49lhgq,Human,RS,17,0,1,-1
Design,2019,vp49lhgq,Human,RS,18,0,1,-1
Design,2019,vp49lhgq,Human,RS,19,1,0,-1
Design,2019,vp49lhgq,Human,WSLS,2,0,1,-1
Design,2019,vp49lhgq,Human,RS,20,1,0,-1
Design,2019,vp49lhgq,Human,RS,21,1,0,-1
Design,2019,vp49lhgq,Human,RS,22,0,1,-1
Design,2019,vp49lhgq,Human,RS,23,1,0,-1
Design,2019,vp49lhgq,Human,RS,24,0,1,-1
Design,2019,vp49lhgq,Human,WSLS,3,0,1,-1
Design,2019,vp49lhgq,Human,WSLS,4,0,1,-1
Design,2019,vp49lhgq,Human,WSLS,5,1,1,1
Design,2019,vp49lhgq,Human,WSLS,6,1,0,-1
Design,2019,vp49lhgq,Human,WSLS,7,1,0,-1
Design,2019,vp49lhgq,Human,WSLS,8,0,0,1
Design,2019,vp49lhgq,Human,WSLS,9,1,1,1
Information,2019,zmjqwnjo,Human,WSLS,1,1,0,-1
Information,2019,zmjqwnjo,Human,WSLS,10,0,1,-1
Information,2019,zmjqwnjo,Human,WSLS,11,1,1,1
Information,2019,zmjqwnjo,Human,WSLS,12,0,0,1
Information,2019,zmjqwnjo,Human,RS,13,1,0,-1
Information,2019,zmjqwnjo,Human,RS,14,1,0,-1
Information,2019,zmjqwnjo,Human,RS,15,0,1,-1
Information,2019,zmjqwnjo,Human,RS,16,1,0,-1
Information,2019,zmjqwnjo,Human,RS,17,0,1,-1
Information,2019,zmjqwnjo,Human,RS,18,1,0,-1
Information,2019,zmjqwnjo,Human,RS,19,0,1,-1
Information,2019,zmjqwnjo,Human,WSLS,2,1,0,-1
Information,2019,zmjqwnjo,Human,RS,20,1,0,-1
Information,2019,zmjqwnjo,Human,RS,21,1,0,-1
Information,2019,zmjqwnjo,Human,RS,22,0,1,-1
Information,2019,zmjqwnjo,Human,RS,23,0,1,-1
Information,2019,zmjqwnjo,Human,RS,24,0,1,-1
Information,2019,zmjqwnjo,Human,WSLS,3,0,0,1
Information,2019,zmjqwnjo,Human,WSLS,4,1,1,1
Information,2019,zmjqwnjo,Human,WSLS,5,1,0,-1
Information,2019,zmjqwnjo,Human,WSLS,6,1,0,-1
Information,2019,zmjqwnjo,Human,WSLS,7,1,0,-1
Information,2019,zmjqwnjo,Human,WSLS,8,0,0,1
Information,2019,zmjqwnjo,Human,WSLS,9,0,1,-1
Information,2019,cgowhsa2,Human,WSLS,1,0,1,-1
